ID,Name,Title,Description,Maintainer,Maintainer Email,Created Date,Last Updated Date,Data Category,Data Language,Geo Coverage,Update Frequency,Objective,Tags,Resource Formats,Resource URLs
"170c07e2-4eb4-499e-8e19-a13e052859c3","complain-statistic-2568","ข้อมูลสถิติเรื่องร้องเรียนการทุจริตและประพฤติมิชอบ","ข้อมูลสถิติเรื่องร้องเรียนการทุจริตและประพฤติมิชอบของเจ้าหน้าที่ของหน่วยงาน ประกอบด้วย (1) จำนวนเรื่องร้องเรียนทั้งหมด (2) จำนวนเรื่องที่ดำเนินการแล้วเสร็จ (3) จำนวนเรื่องที่อยู่ระหว่างดำเนินการ ","กลุ่มกฎหมาย","legalaffairs.dcce@gmail.com","2026-05-06T04:07:37.272840","2026-04-23","ข้อมูลสาธารณะ","ไทย","ไม่มี","ปี","เพื่อการให้บริการประชาชน, พันธกิจหน่วยงาน, อื่นๆ","ITA, OIT, การทุจริต, การเปิดเผยข้อมูลสาธารณะ, ประพฤติมิชอบ, สถิติร้องเรียน","CSV, PDF","https://dgf.dcce.go.th/dataset/170c07e2-4eb4-499e-8e19-a13e052859c3/resource/eccf376b-2713-47d2-a097-1bc8c327376f/download/untitled.csv, https://dgf.dcce.go.th/dataset/170c07e2-4eb4-499e-8e19-a13e052859c3/resource/eb3e5695-cc0f-4a62-bef6-31a46518fe6d/download/untitled.pdf"
"00741a1e-f36d-4b8a-87f9-10cdc1d87b42","db0505-002","รายงานสถานภาพการประสานงานคณะรัฐมนตรี และรัฐสภา สส.","รายงานสรุปข้อมูลการประสานงานคณะรัฐมนตรีและรัฐสภา ประจำเดือน ที่ ปคร.สส. ลงนามรับทราบแล้ว","กลุ่มเลขานุการคณะกรรมการนโยบายการเปลี่ยนแปลงสภาพภูมิอากาศแห่งชาติ","sncc@dcce.mail.go.th","2024-07-31","2024-08-15","ข้อมูลความลับทางราชการ","ไทย","ไม่มี","เดือน","มติคณะรัฐมนตรี","ปคร","",""
"2fa0b88a-2aba-463a-aeb4-01d8e432314f","ess-data","คำสั่งแต่งตั้งคณะกรรมการ อนุกรรมการ คณะทำงาน ของหน่วยงานอื่น","ผู้บริหารกรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม ได้แก่ อธิบดีกรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม และรองอธิบดีกรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม ซึ่งได้รับการแต่งตั้งเข้าร่วมเป็นคณะกรรมการ หรือ อนุกรรมการ หรือ คณะทำงาน ของหน่วยงานอื่น ได้แก่ หน่วยงานรัฐ เอกชน และรัฐวิสาหกิจ","กลุ่มช่วยอำนวยการนักบริหาร","ess.dcce@gmail.com","2023-10-01","2024-09-30","ข้อมูลสาธารณะ","ไทย","ไม่มี","ปี","อื่นๆ","dcce, กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม, คณะกรรมการ, คณะทำงาน, คำสั่ง, บัญชีรายชื่อ, ผู้บริหาร, รองอธิบดี, สส., อธิบดี, อนุกรรมการ, แต่งตั้ง","PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF","https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/92e7f393-18f2-47dd-ae9c-347f05815050/download/.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/15dcafb7-1f66-4354-9f85-9c935cb16c01/download/.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/ec8f9fce-392d-4423-a94f-ee85d4c5cb59/download/.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/54ea8144-c507-44af-b36c-f943c501d9bc/download/-2-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/70b20bb6-e58f-4d98-b59b-4b68c809c6bb/download/-3-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/0989bada-6b98-4d6b-a90f-93aa35d286a2/download/-4-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/f500b9dc-ee11-409f-bdee-d102f791a6ec/download/-5-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/c7421aa6-20df-430b-b8ec-65b60649bf2c/download/-6-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/1358cfda-435d-4053-997d-ee5febca5645/download/-7-tcac.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/d7402403-0966-4cad-a0bc-570bab0d38e8/download/-8-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/7f1a691a-b19d-4103-bf9f-aa728ee5efb2/download/-9-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/269aa188-4c28-4d0b-8a91-43de8cdc0c7d/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/beb80276-c7e9-417e-997e-e7a39948d3a4/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/f70e0c16-9c54-4066-b1ec-8eef76733dd6/download/-2565-2567-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/f5cf2c12-2215-4330-ad53-6955a502d12e/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/1ec9a95f-31ee-442c-b7fb-368dd1c9c1c2/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/8bde3e14-1b89-45f1-b006-7c2472567053/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/b382787e-170b-47af-818a-bda34c25fa9f/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/da7daa94-f53e-45b6-9009-975b537cc641/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/ba4796fa-d922-4172-a7e1-850952e4ee88/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/80d142e7-bc14-4c7a-8ed2-3560c620f14a/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/77c3fc0a-0972-44a6-ab59-7ac7597eb647/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/62c3bdaa-1fc3-49cc-a5d9-dd19e924974d/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/2b36c843-3983-46ad-82a3-4c4d516acc17/download/-2567.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/ed8329cc-3e3b-4a1b-b583-8e6ec60202c1/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/80207539-9f11-4f1b-9a08-476958e7ed7c/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/2a6fa19a-7783-4907-9a27-467046ea46c9/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/065ee4ae-1525-4ebb-92e5-fa7882e307b2/download/-.pdf, https://dgf.dcce.go.th/dataset/2fa0b88a-2aba-463a-aeb4-01d8e432314f/resource/a0038401-05f8-43a9-b154-976cf73bd6fa/download/-.pdf"
"f1e02482-8ddd-42d3-9a52-da150b8f47b2","m-and-e","ข้อมูลการประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","“การปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ ” หรือ Climate Change Adaptation ตามความหมายของ IPCC หมายถึง การปรับเปลี่ยนในระบบธรรมชาติหรือระบบของมนุษย์เพื่อตอบสนองต่อสิ่งเร้าทางภูมิอากาศที่เกิดขึ้นแล้วหรือที่คาดการณ์ว่าจะเกิดขึ้นในอนาคตรวมถึงผลกระทบจากสิ่งเร้านั้น ซึ่งการปรับเปลี่ยนดังกล่าวเป็นการช่วยลดอันตรายหรือความเสียหายที่อาจเกิดขึ้น หรืออาจเป็นการใช้ประโยชน์จากโอกาสที่เกิดขึ้นจากสิ่งเร้าทางภูมิอากาศหรือผลกระทบของสิ่งเร้านั้น","กลุ่มประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","dcceccaes@gmail.com","2024-08-09","2026-03-17","ข้อมูลสาธารณะ","ไทย, อังกฤษ","ประเทศ","ปี","ยุทธศาสตร์ชาติ, พันธกิจหน่วยงาน, อื่นๆ","Adaptation, Climate Change, GISTDA, GIZ, Global Climate, Good practice, IPCC, NAP, NDC, Paris Agreement, Resilience, UNDP, UNFCCC, vulnerability, การจัดการทรัพยากรธรรมชาติ, การจัดการน้ำ, การตั้งถิ่นฐานและความมั่นคงของมนุษย์, การท่องเที่ยว, การเกษตรและความมั่นคงทางอาหาร, ติดตาม, ประเมินผล, ปรับตัว, ยุทธศาสตร์, สาธารณสุข, เปราะบาง, เปลี่ยนแปลงสภาพภูมิอากาศ","PDF, PDF, PDF, PDF","https://dgf.dcce.go.th/dataset/f1e02482-8ddd-42d3-9a52-da150b8f47b2/resource/62ef277f-e174-4d89-bab6-aa2a1df061a9/download/thailands-first-biennial-transpatency-report-.pdf, https://dgf.dcce.go.th/dataset/f1e02482-8ddd-42d3-9a52-da150b8f47b2/resource/d8818f44-5797-4123-adb4-fd2b25b30ad4/download/250103-dcce-2401_stocktake-executive-summary-report.pdf, https://dgf.dcce.go.th/dataset/f1e02482-8ddd-42d3-9a52-da150b8f47b2/resource/89b387eb-b8d4-4527-bca1-07dcfa22dcdd/download/untitled.pdf, https://dgf.dcce.go.th/dataset/f1e02482-8ddd-42d3-9a52-da150b8f47b2/resource/1b4035be-945d-48e0-a1f5-64c416cf3e39/download/untitled.pdf"
"261cd87d-cfa5-4e81-afc1-8e741b289c88","db0606-003","รายชื่อองค์กรปกครองส่วนท้องถิ่นที่ได้รับรางวัลอาเซียนด้านสิ่งแวดล้อมเมืองยั่งยืน","รายชื่อองค์กรปกครองส่วนท้องถิ่นที่ได้รับรางวัลอาเซียนด้านสิ่งแวดล้อมเมืองยั่งยืน หมายถึง รายชื่อของเทศบาล หรือองค์การบริหารส่วนตำบลในประเทศไทย ที่ได้รับเลือกจากประเทศไทยให้เข้าชิงหรือรับรางวัล ASEAN Environmental Sustainable Cities Award ซึ่งเป็นรางวัลจากกลุ่มประเทศอาเซียน (ASEAN) การพิจารณาคัดเลือกอ้างอิงจากเมืองที่มีผลการดำเนินงานโดดเด่นใน 3 ตัวชี้วัดหลัก ได้แก่ คุณภาพอากาศ (Clean Air)
คุณภาพน้ำ (Clean Water) ขยะและพื้นที่สีเขียว (Clean Land/Green Space) โดยรางวัลแบ่งเป็นสองประเภทหลัก คือ 1.เสนอชื่อโดยประเทศ (Country Nomination) 2.ประเภทแข่งขันเปิด (Certificate of Recognition) และพิจารณาตามขนาดเมือง (ขนาดเล็ก/ขนาดใหญ่","กลุ่มส่งเสริมการจัดการสิ่งแวดล้อมเมืองยั่งยืน","sustainablecitydcce@gmail.com","2012-07-13","2026-03-13","ข้อมูลสาธารณะ","ไทย","เทศบาล/อบต.","ปี","แผนแม่บทภายใต้ยุทธศาสตร์ชาติ","รางวัลท้องถิ่น, รางวัลสิ่งแวดล้อม, รางวัลอาเซียนด้านสิ่งแวดล้อมเมืองที่ยั่งยืน, สิ่งแวดล้อมเมืองยั่งยืน","XLS","https://dgf.dcce.go.th/dataset/261cd87d-cfa5-4e81-afc1-8e741b289c88/resource/1314dd96-16a4-496b-97b0-a117482c8eaf/download/untitled.xlsx"
"db0a66e2-4009-434e-a237-7e6ecf55cd00","db0705-001","คู่มือการเลี้ยงหนอนBSF สำหรับประชาชน","คู่มือการเลี้ยงหนอน Black soldier fly: BSF สำหรับประชาชนในการจัดการขยะอินทรีย์เพื่อการสร้างมูลค่าเพิ่มการจัดการขยะด้วยเทคโนโลยีชีวภาพ ลดการปลดปล่อยก๊าซเรือนกระจก","ศูนย์วิจัยด้านการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","ertc@deqp.mail.go.th","2022-12-01","2025-02-28","ข้อมูลสาธารณะ","ไทย","ประเทศ","ไม่มีการปรับปรุงหลังจากการจัดเก็บข้อมูล","พันธกิจหน่วยงาน","การจัดการขยะอินทรีย์ที่ต้นทาง, หนอนbsf, หนอนแมลงวันลาย","PDF","https://www.dcce.go.th/wp-content/uploads/2025/03/คู่มือการเลี้ยงหนอน-BSF-สำหรับประชาชน.pdf"
"b1972134-8b62-473c-a8b3-1fb188ff4cbd","db0306-001","สื่อให้ความรู้ด้านการเปลี่ยนแปลงสภาพภูมิอากาศ","สื่อสร้างความรู้ความเข้าใจในการตั้งรับปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ 
","กลุ่มสร้างจิตสำนึกสาธารณะ","pr.dcceth@gmail.com","2024-08-16","2025-08-16","ข้อมูลสาธารณะ","ไทย","ประเทศ","ไม่มีการปรับปรุงหลังจากการจัดเก็บข้อมูล","อื่นๆ","Adaptation, Mitigation, การปรับตัว, โลกร้อน, โลกเดือด","JPEG, JPEG, JPEG, JPEG, XLSX","https://dgf.dcce.go.th/dataset/b1972134-8b62-473c-a8b3-1fb188ff4cbd/resource/62e02697-0d50-4694-813a-ca92795dbe12/download/1..jpg, https://dgf.dcce.go.th/dataset/b1972134-8b62-473c-a8b3-1fb188ff4cbd/resource/e46e7702-95da-4614-b79d-6660b66fb391/download/20240716_094433.jpg, https://dgf.dcce.go.th/dataset/b1972134-8b62-473c-a8b3-1fb188ff4cbd/resource/9868217f-4315-45e3-bd53-f0f27c5b7b2c/download/20240716_103216.jpg, https://dgf.dcce.go.th/dataset/b1972134-8b62-473c-a8b3-1fb188ff4cbd/resource/fbc7dc37-3134-43d2-8dab-d8f4e7782743/download/20240716_101049.jpg, https://dgf.dcce.go.th/dataset/b1972134-8b62-473c-a8b3-1fb188ff4cbd/resource/0b9634cd-68f3-4967-8313-13278e677725/download/dcce-content16.8.67.xlsx"
"7a335569-3ae0-4674-a2ac-6507ced9e9fd","db0203-001","รายงานผลการจัดซื้อจัดจ้างของกรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","รายงานผลการจัดซื้อจัดจ้าง ของสำนัก/ศูนย์/กอง ประจำแต่ละปีงบประมาณ  ","กลุ่มการคลัง สำนักงานเลขานุการกรม","dccecenter@dcce.mail.go.th","2023-10-02","2025-11-04","ข้อมูลสาธารณะ","ไทย","ไม่มี","ปี","เพื่อการให้บริการประชาชน, กฎหมายที่เกี่ยวข้อง","การจัดซื้อจัดจ้าง, การใช้จ่ายของภาครัฐ, งบประมาณ, จัดซื้อจัดจ้าง, ผลการจัดซื้อจัดจ้าง","XLSX, XLSX","https://dgf.dcce.go.th/dataset/7a335569-3ae0-4674-a2ac-6507ced9e9fd/resource/6d39ec3a-154b-4e5a-b77a-9a2aa4e45cb8/download/untitled.xlsx, https://dgf.dcce.go.th/dataset/7a335569-3ae0-4674-a2ac-6507ced9e9fd/resource/84494df0-c694-44e5-bd8e-8cacf2302f11/download/untitled.xlsx"
"7f2f3674-e52e-4499-944e-cf014e81aa2d","db0605-001","สถานประกอบการที่มีการผลิตที่เป็นมิตรกับสิ่งแวดล้อม Green Production","สถานประกอบการที่มีการผลิตที่เป็นมิตรกับสิ่งแวดล้อม มีการนำแนวคิด BCG Model ไปใช้ในกระบวนการผลิตและการออกแบบผลิตภัณฑ์ ใช้ทรัพยากรอย่างคุ้มค่า ลดของเสียจากแหล่งกำเนิด ลดผลกระทบต่อสิ่งแวดล้อม และลดการปล่อยก๊าซเรือนกระจก (Green House Gases: GHG) ออกสู่บรรยากาศ","กองส่งเสริมการมีส่วนร่วมต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","ggreen.greenproduction@gmail.com","2023-08-17","2026-02-13","ข้อมูลสาธารณะ","ไทย","จังหวัด","ปี","เพื่อการให้บริการประชาชน","GGreen, GreenProduction, การผลิตที่เป็นมิตรกับสิ่งแวดล้อม, ผลิตภัณฑ์ที่เป็นมิตรกับสิ่งแวดล้อม, สถานประกอบการที่มีการผลิตที่เป็นมิตรกับสิ่งแวดล้อม, เป็นมิตรกับสิ่งแวดล้อม","XLSX","https://dgf.dcce.go.th/dataset/7f2f3674-e52e-4499-944e-cf014e81aa2d/resource/a142c4a3-74d2-4212-a178-33bff3e466cb/download/data-catalog-green-production-66.xlsx"
"329a0611-36c1-4f19-85ad-0287ee2ee5b6","https-tinyurl-com-sdg13-2025","รายงานความคืบหน้าการดำเนินงาน SDG 13 [2025]","""กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม ถูกกำหนดหน่วยงานระดับเป้าหมายหลัก (Goals) – C1 )  มีภารกิจในการประสานและบูรณาการการทำงานภาพรวมระหว่างหน่วยงานที่เกี่ยวข้องเพื่อให้บรรลุเป้าหมายที่รับผิดชอบในการรายงานผลการดำเนินงานที่ได้มีการขับเคลื่อน ตลอดจนรวบรวมความเห็นและข้อเสนอแนะจากหน่วยงาน ที่มีการดำเนินงานตามเป้าหมายย่อย (C2) เช่น กระทรวงมหาดไทย  รายงานการติดตามการการดำเนินงานตามเป้าหมายการพัฒนาที่ยั่งยืน เป้าหมายที่ 13 ฉบับนี้ได้รวบรวมวิธีการรวมทั้งผลการดำเนินงานตามตัวชี้วัดตลอดจนความเห็นและข้อเสนอแนะจากหน่วยงานที่เกี่ยวข้อง โดยมีสำนักงานสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ เป็นหน่วยงานประสานกลาง SDG ของประเทศไทยและเป็นหน่วยรวบรวมข้อมูลตามตัวชี้วัด ข้อมูลจะถูกจัดเก็บในฐานข้อมูลตัวชี้วัด SDG ของประเทศไทย และเผยแพร่เป็นข้อมูลแบบเปิด (open data) ในรูปแบบ SDG dashboard  
""
","กลุ่มนโยบายและแผน","ccepolicy@dcce.mail.go.th","2024-07-31","2024-08-09","ข้อมูลสาธารณะ","ไทย","ประเทศ","ปี","พันธกิจหน่วยงาน","SDG13, รายงานติดตามความก้าวหน้า","PDF","https://dgf.dcce.go.th/dataset/329a0611-36c1-4f19-85ad-0287ee2ee5b6/resource/e3f48d73-6494-44cf-9398-21181c79a4d3/download/untitled.pdf"
"597b536f-1255-41e7-a5af-eb6b58848b79","db0302-001","แผนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศแหงชาติ","กรอบนโยบายระดับประเทศที่กำหนดแนวทางและมาตรการในการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ โดยมีเป้าหมายเพื่อเพิ่มขีดความสามารถในการรับมือกับความเสี่ยงและลดผลกระทบทางเศรษฐกิจ สังคม และสิ่งแวดล้อม ซึ่งให้ความสำคัญกับ 6 สาขาที่มีความเสี่ยงต่อการเปลี่ยนแปลงสภาพภูมิอากาศ ได้แก่ การจัดการทรัพยากรน้ำ เกษตรและความมั่นคงทางอาหาร การท่องเที่ยว สาธารณสุข การจัดการทรัพยากรธรรมชาติ และการตั้งถิ่นฐานและความมั่นคงของมนุษย์","กลุมขับเคลื่อนการปรับตัวตอการเปลี่ยนแปลงสภาพภูมิอากาศ","adapt.dcce@gmail.com","2018-11-19","2024-04-02","ข้อมูลสาธารณะ","ไทย, อังกฤษ","ประเทศ","ปี","ดัชนี/ตัวชี้วัดระดับนานาชาติ","การปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ, การสร้างภูมิคุ้มกัน, การเปลี่ยนแปลงสภาพภูมิอากาศ, ผลกระทบจากการเปลี่ยนแปลงสภาพภูมิอากาศ, แผนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","PDF, PDF","https://dgf.dcce.go.th/dataset/597b536f-1255-41e7-a5af-eb6b58848b79/resource/53429bfc-30b3-47fa-83fa-52225fe42140/download/nap_thailand-v.eng..pdf, https://dgf.dcce.go.th/dataset/597b536f-1255-41e7-a5af-eb6b58848b79/resource/3a2bd731-6b5f-40d4-b42c-31c1f0a8192b/download/nap-thai-version-21may2025.pdf"
"b988d34e-f36e-490a-b153-f4f85357938c","nbs","ชุดเเนวทางการปรับตัวต่อการเปลี่ยนเเปลงสภาพภูมิอากาศโดยใช้เเนวทางธรรมชาติ (Nbs)","เสริมสร้างศักยภาพในการใช้เครื่องมือประเมินทางเศรษฐศาสตร์ เเละสนับสนุนการบูรณาการแนวทางธรรมชาติ (Nature-based solutions: NbS) ในการแก้ไขปัญหาการเปลี่ยนแปลงสภาพภูมิอากาศในเขตเมือง ","กองขับเคลื่อนการปรับตัวต่อการเปลี่ยนเเปลงสภาพภูมิอากาศ กลุ่มพัฒนาเเนวทางเเละศักยภาพในการปรับตัวต่อการเปลี่ยนเเปลงสภาพภูมิอากาศ","adapgl.dcce@gmail.com","2023-08-01","2024-07-10","ข้อมูลสาธารณะ","ไทย","ไม่มี","ปี","แผนพัฒนาเศรษฐกิจและสังคมแห่งชาติ, แผนระดับที่ 3 (มติครม. 4 ธ.ค. 2560), เพื่อการให้บริการประชาชน","NAP, การปรับตัว, การเปลี่ยนเเปลงสภาพภูมิอากาศ, เเนวทางธรรมชาติ(Nbs), เเผนNAP","PDF","https://dgf.dcce.go.th/dataset/b988d34e-f36e-490a-b153-f4f85357938c/resource/c001e759-6731-4eaa-a7ac-935ca23e4130/download/untitled.pdf"
"8a50d7d2-0ac5-423a-b8c3-c985e1307d07","db0104-001e","หลักสูตรการส่งเสริมคุณธรรม จริยธรรม และการป้องกันการทุจริตภายในหน่วยงาน","การจัดฝึกอบรมหรือกิจกรรมที่มีเนื้อหาเกี่ยวกับการส่งเสริมคุณธรรม จริยธรรม และการป้องกันการทุจริตภายในหน่วยงาน และมีการรายงานสรุปผลเป็นองค์ความรู้ที่ได้จากหลักสูตรฯ พร้อมเผยแพร่ผ่านเว็บไซต์ของหน่วยงาน","กลุ่มงานจริยธรรม","deqp_ethics@hotmail.com","2023-10-01","2024-07-31","ข้อมูลสาธารณะ","ไทย","ไม่มี","ปี","ยุทธศาสตร์ชาติ, แผนแม่บทภายใต้ยุทธศาสตร์ชาติ, กฎหมายที่เกี่ยวข้อง","การป้องกันการทุจริตในวงราชการ, คุณธรรม, จริยธรรม","PDF","https://dgf.dcce.go.th/dataset/8a50d7d2-0ac5-423a-b8c3-c985e1307d07/resource/7164048d-fbdf-4836-bf38-4f15fff92dd6/download/-..-2567.pdf"
"b16cbea7-91a5-475b-a38b-d5164b880237","db0503-002","ผลสรุปการประชุม COP ประจำปี","ผลสรุปการประชุมรัฐภาคีกรอบอนุสัญญาสหประชาชาติว่าด้วยการเปลี่ยนแปลงสภาพภูมิอากาศ (Conference of Parties to the United Nations Framework Convention on Climate Change: COP) (ข้อมูลความก้าวหน้าของประเทศ)","กลุ่มอนุสัญญาและความร่วมมือระหว่างประเทศ","unfccc.thailand.focalpoint@gmail.com","2024-03-01","2024-08-27","ข้อมูลสาธารณะ","ไทย","ประเทศ","ปี","ยุทธศาสตร์ชาติ","COP, ผลการประชุม","PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF, PDF","https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/b52c5e35-44ab-4482-93a2-a0b3679b45bc/download/-cop-21.pdf, https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/284589cb-639b-416b-8331-7744cd988f00/download/-cop-22.pdf, https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/0c051ba9-95c2-43e1-99c3-701141cb1288/download/-cop-23.pdf, https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/7277e10e-0e9c-4c0a-86f1-043dd5141f65/download/-cop-24.pdf, https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/ce5276cd-5171-4d06-84d2-7b552cc70771/download/-cop-25.pdf, https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/77b01fd3-f9f2-4ffe-b1a5-96b68a5b2887/download/-cop-26.pdf, https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/6050f5df-d679-4e04-bc01-32a90598c8ce/download/-cop-27.pdf, https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/ef2d0d65-1897-4c95-8de0-9a96e3266d9a/download/-cop-28.pdf, https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/22a488c8-1dff-42a6-a673-d4ab0b1fc02e/download/untitled.pdf"
"f482dd7a-61d5-44d9-9c35-538359e8c257","dcce-go-th","แผนปฏิบัติการด้านการลดก๊าซเรือนกระจกของประเทศ ปี พ.ศ. ๒๕๖๔ – ๒๕๗๓","แผนปฏิบัติการด้านการลดก๊าซเรือนกระจกของประเทศ ปี พ.ศ. ๒๕๖๔ – ๒๕๗๓ จัดทำขึ้นเพื่อเป็นกรอบการดำเนินงานด้านการลดก๊าซเรือนกระจกของประเทศรายสาขา สอดคล้องตามการมีส่วนร่วมที่ประเทศกำหนด (Nationally Determined Contribution: NDC) มีเป้าประสงค์ในการบรรลุเป้าหมายการลดก๊าซเรือนกระจกที่ร้อยละ ๓๐ - ๔๐ จากกรณีปกติ (Business as Usual: BAU) ภายในปี ค.ศ. ๒๕๗๓ ด้วยการดำเนินงานใน ๕ สาขาหลัก ได้แก่ สาขาพลังงาน สาขาคมนาคมขนส่ง สาขากระบวนการอุตสาหกรรมและการใช้ผลิตภัณฑ์ (Industrial Processes and Product Use: IPPU) สาขาการจัดการของเสียและน้ำเสียอุตสาหกรรม และสาขาเกษตร","กลุ่มขับเคลื่อนการลดก๊าซเรือนกระจก","ccmis.dcce@gmail.com","2024-04-26","2024-10-01","ข้อมูลสาธารณะ","ไทย","ประเทศ","อื่นๆ","ยุทธศาสตร์ชาติ, แผนพัฒนาเศรษฐกิจและสังคมแห่งชาติ, แผนแม่บทภายใต้ยุทธศาสตร์ชาติ","(Nationally Determined Contribution: NDC)","PDF","https://dgf.dcce.go.th/dataset/f482dd7a-61d5-44d9-9c35-538359e8c257/resource/e344688d-23f9-4ddf-ab44-0f3de5773d5e/download/-..-ndc-action-plan-on-mitigation-2021-2030.pdf"
